estabelecimento,estabelecimento_id,estabelecimento_tipo,usuario,data_avaliacao,data_estadia,nota,titulo,conteudo,tipo_viagem,origem,latitude,longitude
"Pousada Relíquias do Tempo",2661716,hotel-review,LuThome,2014-06-18,2014-06-18,5.0,"Uma viagem no tempo","Amei esta pousada! Tem a opção do casarão colonial - que ainda é ambientado como antigamente - e a ala moderna. Excelente atendimento. Ótimo café da manhã. Sempre um chá com bolo e biscoitos à tarde! E no meio do Centro Histórico! Super indico!",Viajou sem companhia,"Gravataí, RS",-18.243467330932617,-43.598045349121094
"Pousada Relíquias do Tempo",2661716,hotel-review,Leolac037,2014-05-18,2014-05-18,3.0,"Excelente localização, instalações simples","A pousada tem excelente localização, com fácil acesso aos principais pontos turísticos de Diamantina (matriz, largo da Baiúca, mercado, etc). A pousada é bastante charmosa, com várias peças de antiquário. Os quartos no entanto são bem rústicos e simples. Os quartos são muito barulhentos (pessoas que andam pela pousada causam enorme barulho ao pisar nas tábuas corridas). O café da manhã é muito fraco.",indef,"Belo Horizonte, MG",-18.243467330932617,-43.598045349121094
"Pousada Relíquias do Tempo",2661716,hotel-review,LucianaBC,2014-04-18,2013-05-18,4.0,"Muito boa Pousada","A pousada é excelente, com uma localização ótima, sendo perto de tudo, mas não o suficiente para o barulho atrapalhar a hora do descanso. Perfeito! A decoração é super detalhada e caprichada! Vale a pena. Eu recomendo.",Viajou com a família,"Rio de Janeiro, RJ",-18.243467330932617,-43.598045349121094
"Pousada Relíquias do Tempo",2661716,hotel-review,ViajanteBoaventura,2014-04-18,2013-12-18,5.0,"Viagem ao passado","É muito bom hospedar nesta pousada . Toda a decoração ( de muito bom gosto ) nos remete ao passado . Lá existe uma exposição permanente de bonecos que caracterizam toda a história de Diamantina . É inacreditável o capricho e a criatividade de todos eles . Os apartamentos são lindos . O café da manhã , bem como um lanche servido à tarde são muito bons . Vale a pena ficar hospedado nesta pousada .",Viajou sem companhia,"Diamantina, MG",-18.243467330932617,-43.598045349121094
"Pousada Relíquias do Tempo",2661716,hotel-review,aryff2014,2014-04-18,2014-04-18,5.0,"Excelente.","Estive nesta pousada à dez anos, já havia gostado, retornei agora, construíram uma nova ala com quartos mais espaçosos e modernos. Excelente café da manhã, atendimento correto, ótima localização bem próxima ao centro histórico. Recomendo.",Viajou com a família,"São José do Rio Preto, SP",-18.243467330932617,-43.598045349121094
"Pousada Relíquias do Tempo",2661716,hotel-review,Claret266,2014-01-18,2014-01-18,4.0,"conforto e hospitalidade","Em Diamantina, o melhor lugar para se hospedar, após caminhadas pela cidade e arredores. Encontramos muita hospitalidade dos donos Carmen e Leonardo, além do conforto excepcional num ambiente barroco.",Viajou em casal,"Curvelo, MG",-18.243467330932617,-43.598045349121094
"Pousada Relíquias do Tempo",2661716,hotel-review,19sandrag,2013-10-18,2013-07-18,4.0,"Mineiridade...","A atenção dos proprietários e o capricho da decoração foram os pontos mais significativos. O esmero da proprietária ao nos apresentar o museu do diamante torna-se um diferencial.Ambiente onde serve o café da manhã é bastante acolhedor.Fica a dica para melhorar as instalações do banheiro, principalmente a ducha.No mais, a localização é privilegiada.",indef,"Sete Lagoas",-18.243467330932617,-43.598045349121094
"Pousada Relíquias do Tempo",2661716,hotel-review,suely810,2013-10-18,2013-10-18,4.0,"Uma viagem no tempo","A pousada está muito bem localizada.Suas acomodações boas,uma decoração de muito bom gosto,com peças antigas ..O local do café bem acolhedor onde servem também o chá das 5 e um caldo de noite.Seus proprietários são muito simpáticos e seus funcionários atenciosos.Interessante o museu do diamante ,onde é dada uma aula sobre o garimpo ,as representações das festas da cidade,com peças muito bonitas.O local da piscina coberta é muito agradável.A pousada não tem luxo mas seu ambiente´é acolhedor.",Viajou com amigos,"Rio de Janeiro, RJ",-18.243467330932617,-43.598045349121094
"Pousada Relíquias do Tempo",2661716,hotel-review,rcosta1952,2013-10-18,2013-10-18,4.0,"Pousada-museu","A pousada é muito bem localizada. Realmente é muito charmosa, decorada com móveis e objetos antigos. São vários ambientes aconchegantes. O quarto no qual me hospedei é de bom tamanho, porém precisam melhorar o chuveiro, pois praticamente toma-se banho de pingos de tão fraca que sai a água. Ó café da manhã é bom, mas poderiam melhorar o aproveitamento do fogão a lenha. Estive hospedado para a vesperata e achei insuficiente o número de funcionários para atender no café da manhâ. Em alguns momentos a recepção fica fechada, mesmo durante o dia, e temos que aguardar do lado de fora. Outro inconveniente é o fato de termos de nos dirigir à recepção para solicitar a abertura do portão do estacionamento - uma câmara no portão resolveria esse problema. Acho que não seria nenhum absurdo para a pousada oferecer alguns canais de TV por assinatura aos hospedes nos quartos. Havia um cheiro forte de gás na cozinha e alertamos por escrito a administração da pousada sobre esse fato. Apesar dessas críticas voltaria a me hospedar nessa pousada e a recomendo.",Viajou com a família,"São Paulo, São Paulo, Brazil",-18.243467330932617,-43.598045349121094
"Pousada Relíquias do Tempo",2661716,hotel-review,Nascimen53,2013-10-18,2013-10-18,5.0,"Tratamento personalizado e simpatia","Pousada muito bem localizada, com uma decoração que nos remete aos tempos da Xica da Silva. Cada quarto com uma decoração diferenciada que faz da pousada um charme. Tudo com um bom gosto incrível onde s constata o carinho dos proprietários, que diga-se são simpaticíssimos. Um café da manhã, a noite dos caldos e o café do sábado antes da vesperata são tudo de bom. E as jabuticabeiras? faz-nos recordas os tempos das casas de nossas avós. Deixa a desejar um pouco o volume d'água do chuveiro que poderia ter mais pressão. No geral nota 10.",Viajou com a família,"Timóteo, MG",-18.243467330932617,-43.598045349121094
"Pousada Relíquias do Tempo",2661716,hotel-review,Fernanda_R_Abreu,2013-10-18,2013-10-18,4.0,"Charme e simpatia","Não é uma pousada luxuosa mas é extremamente charmosa e simpática. A decoração é à base de peças antigas do Vale do Jequitinhonha, tudo de muito bom gosto.
Os quartos são confortáveis, o banheiro idem. Só o chuveiro não é muito bom: sai pouca água.
Mas alguns detalhes na Pousada fazem toda a diferença: as jabuticabeiras (com decks para que possamos colher as frutas!), o chá da tarde no sábado e o jantar de caldos das sextas-feiras. Tudo muito bom. Recomendo!",Viajou com a família,"Niterói, RJ",-18.243467330932617,-43.598045349121094
"Pousada Relíquias do Tempo",2661716,hotel-review,AriNunes,2013-09-18,2013-09-18,4.0,"É uma pousada ou um museu?","Pousada muito bem localizada, com bons serviços e pessoal muito atencioso e prestativo.
A pousada possui uma boa estrutura e vários ambientes onde são expostas várias antiguidades, relíquias, representações das principais festas da cidade, um a maquete de um garimpo de pedras preciosas, uma sala para JK.... enfim, você vai se hospedar bem e passar algumas noites em um museu interessante.",indef,"Brasília, DF",-18.243467330932617,-43.598045349121094
"Pousada Relíquias do Tempo",2661716,hotel-review,Cida_V2013,2013-09-18,2012-11-18,5.0,"Um charmoso chá da tarde","O nome não poderia ser mais próprio para essa pousada... sem duvida uma relíquia do tempo. Com muito conforto e bem estar temos a sensação de entrar no tempo e na história de Diamantina. A pousada além de muito aconchegante do ponto de vista da hospedagem, é também um mini museu (do ouro, da cultura e da história). Uma delícia. Fica bem no centro da cidade histórica de Diamantina, se sair ou se entrar nessa pousada você vai vivenciar o clima bucólico da cidade. E mais uma surpresa, todos os dias por volta da 17:00 horas o sino da pousada toca... é a hora do Chá. Servido a beira do fogão a lenha, chás bem naturais e de diferentes sabores, além das quitandas e iguarias surpresas a cada dia. Ai que saudade !!! Adoramos estar por lá... e ficou um gostinho de quero mais. Voltaremos em breve.",Viajou com a família,"Belo Horizonte, MG",-18.243467330932617,-43.598045349121094
"Pousada Relíquias do Tempo",2661716,hotel-review,Stefanialaka,2013-06-18,2013-05-18,4.0,"Aconchegante e hospitaleiro","Ótima localização, decoração rústica que procura manter viva a história e tradição de Minas. Os donos sempre presentes e atenciosos. Um inconveniente é que tem uma república ou casa de show não sei bem e que incomoda dependo do quarto em que se hospedar!!",indef,indef,-18.243467330932617,-43.598045349121094
"Pousada Relíquias do Tempo",2661716,hotel-review,Magdazam,2013-05-18,2013-05-18,4.0,"Aconchegante e ótima localização!","A pousada é de bom padrão, profissionais qualificados, os proprietários são verdadeiros anfitriões sempre supervisionando o atendimento. O ambiente é de resgate e preservação da cultura e tradições da cidade, muito cuidado com os detalhes. Ficamos no quarto de frente para a rua e a noite protegeram as janelas com espuma, mantendo o quarto muito confortável e sem alteração da estética. Ponto positivo para o cuidado dos proprietários . Recomendamos!",Viajou com a família,"Belo Horizonte, MG",-18.243467330932617,-43.598045349121094
"Pousada Relíquias do Tempo",2661716,hotel-review,CybMontesClarosMG,2013-01-18,2013-01-18,4.0,"Excelente hospedagem","Uma verdadeira volta no tempo ! O Hotel oferece ambiente familiar - com a presença dos donos supervisionando os serviços - decoração com móveis de época , funcionando como um pequeno museu . A nova ala construída segue os padrões internacionais de acomodação , com cama box , espaço e boa roupa de cama . Possui ainda uma piscina - com aquecimento solar - o que não adianta muito pois Diamantina possui um clima mais frio e bem chuvoso. Aprovado!",Viajou com a família,"Montes Claros MG",-18.243467330932617,-43.598045349121094
"Pousada Relíquias do Tempo",2661716,hotel-review,adeliareis,2012-04-18,2012-04-18,3.0,"se gosta de dormir, procure outro local","se gosta de dormir, procure outro local.
funcionários atenciosos. decoraçao bonita.",indef,"Belo Horizonte, MG",-18.243467330932617,-43.598045349121094
"Pousada Relíquias do Tempo",2661716,hotel-review,BeckyHumberstone,2014-01-18,2014-01-18,5.0,"Um lugar maravilhoso para ficar","Passamos quatro noites aqui e poderia ter passado mais tempo. Nós apreciamos apenas circulando nas áreas comuns e o quarto muito confortável. O hotel está a meia e meia museum, com coisas interessantes para ver em todos os lugares. Vale a viagem para Diamantina, apenas para este lugar!",Viajou em casal,"Rio de Janeiro, RJ",-18.243467330932617,-43.598045349121094
"Pousada Relíquias do Tempo",2661716,hotel-review,dcdaniel,2018-11-18,2018-11-18,5.0,"Very nice","It’s a charming hotel in the downtown area. Pool and steamed house.
So many history around the hotel and inside too
The only thing I didn’t like is the cable tv or the lack of one.
There’s only 5 channels available",on business,"Belo Horizonte, MG",-18.243467330932617,-43.598045349121094
"Pousada Relíquias do Tempo",2661716,hotel-review,702carined,2018-06-18,2018-05-18,5.0,"Incredible","Very well located in downtown Diamantina. Everything walking distance. Great view from my bedroom window. They provide many activities with experienced guides. Outstanding staff at the hotel & breakfast was incredible very single day! Very peaceful and well decorated. I loved it!!!",with family,indef,-18.243467330932617,-43.598045349121094
"Pousada Relíquias do Tempo",2661716,hotel-review,NettyBrook,2018-04-18,2018-04-18,3.0,"A step back in time","Relics of the times is a good description of this historic gem. Basic but clean and comfortable accomodation. Interesting and quaint artefacts and decor. Breakfasts are ample with a good choice of fruits and breads. Very noisy at night both nights we were there with locals (I assume) congregating at the front of the hotel shouting and talking loudly.",with family,"Merimbula, Australia",-18.243467330932617,-43.598045349121094
"Pousada Relíquias do Tempo",2661716,hotel-review,giu12,2017-08-18,2017-07-18,3.0,"Overated","Reasonable hostel. Too expensive for what it offers. The staff are very welcoming, but the rooms are inadequate- too small. The breakfast and the other meals offered are reasonable. The inn maintains the historical structure, and has a wonderful decoration. Worth a visit, but maybe you will find better rooms, better breakfast and more reasonable prices at another nearby hostel.",with family,"Sao Paulo, SP",-18.243467330932617,-43.598045349121094
"Pousada Relíquias do Tempo",2661716,hotel-review,richardcmiel,2017-03-18,2017-03-18,5.0,"Diamantina (Diamond Mountain), Brazil","The Reliquias do Tempo Inn is a fantastic blend of old fashioned hospitality, museum and curated comfort. The innkeepers, Carmen and Leobardo, have created an oasis of beauty and calm in the heart of Diamantina, an historic mountain town born from the Portuguese diamond rush of the 1800's. Carmen was born in this inn and it has been part of her family for generations.

Throw open the windows, day and night, and enjoy the most temperate and forgiving weather on the planet, especially during Brazil's summer months. See the museum in the inn that Carmen and Leonardo have created!

The central part of Diamantina is protected by Unesco, forever preserving this former mining town and its unique stone streets (wear good hiking shoes), colorful architecture and good restaurants.

Ask Carmen to find you a guide for your eco-tours of the caverns, the falls, and the old mines. Learn about the marriage of the slave princess Chica da Silva to the Portuguese baron, Joao Fernandes de Oliveira Filho. They helped change the culture of Diamantina and its views on slavery at the time. You can still visit Chica da Silva's home today.

Diamantina is also home to JK, also known as Juscelino Kubitschek, the prescient President of Brazil who drove the creation of Brasilia, the capital of Brazil, in the 1960s.

This is a great inn and Diamantina is a great place. Wonderful! You must visit!",solo,"New York City, New York",-18.243467330932617,-43.598045349121094
